x,PPForm3_NATURAL,PPForm3_COMPLETE,PPForm3_NOT_A_KNOT,PPForm3_SECOND,f_exact(x)
0.90000000,0.04705882,0.04705882,0.04705882,0.04705882,0.04705882
0.90250000,0.04681064,0.04681066,0.04681066,0.04681066,0.04681066
0.90500000,0.04656437,0.04656442,0.04656442,0.04656442,0.04656442
0.90750000,0.04632001,0.04632008,0.04632008,0.04632008,0.04632009
0.91000000,0.04607754,0.04607764,0.04607763,0.04607764,0.04607764
0.91250000,0.04583694,0.04583706,0.04583706,0.04583706,0.04583706
0.91500000,0.04559821,0.04559833,0.04559833,0.04559833,0.04559834
0.91750000,0.04536131,0.04536143,0.04536143,0.04536143,0.04536144
0.92000000,0.04512625,0.04512635,0.04512635,0.04512635,0.04512635
0.92250000,0.04489300,0.04489306,0.04489306,0.04489306,0.04489306
0.92500000,0.04466155,0.04466155,0.04466155,0.04466155,0.04466155
0.92750000,0.04443188,0.04443179,0.04443179,0.04443179,0.04443179
0.93000000,0.04420396,0.04420378,0.04420378,0.04420378,0.04420378
0.93250000,0.04397776,0.04397749,0.04397749,0.04397749,0.04397749
0.93500000,0.04375327,0.04375290,0.04375290,0.04375290,0.04375291
0.93750000,0.04353044,0.04353001,0.04353001,0.04353001,0.04353001
0.94000000,0.04330925,0.04330879,0.04330879,0.04330879,0.04330879
0.94250000,0.04308967,0.04308922,0.04308923,0.04308922,0.04308923
0.94500000,0.04287168,0.04287130,0.04287131,0.04287130,0.04287131
0.94750000,0.04265523,0.04265501,0.04265501,0.04265501,0.04265501
0.95000000,0.04244032,0.04244032,0.04244032,0.04244032,0.04244032
0.95250000,0.04222691,0.04222722,0.04222722,0.04222722,0.04222722
0.95500000,0.04201503,0.04201570,0.04201570,0.04201570,0.04201570
0.95750000,0.04180470,0.04180574,0.04180574,0.04180574,0.04180575
0.96000000,0.04159597,0.04159733,0.04159732,0.04159733,0.04159734
0.96250000,0.04138884,0.04139046,0.04139044,0.04139046,0.04139046
0.96500000,0.04118337,0.04118510,0.04118508,0.04118510,0.04118510
0.96750000,0.04097958,0.04098124,0.04098123,0.04098124,0.04098124
0.97000000,0.04077749,0.04077887,0.04077886,0.04077888,0.04077888
0.97250000,0.04057713,0.04057798,0.04057798,0.04057798,0.04057798
0.97500000,0.04037855,0.04037855,0.04037855,0.04037855,0.04037855
0.97750000,0.04018173,0.04018056,0.04018057,0.04018056,0.04018056
0.98000000,0.03998652,0.03998400,0.03998402,0.03998400,0.03998401
0.98250000,0.03979275,0.03978887,0.03978890,0.03978886,0.03978887
0.98500000,0.03960024,0.03959514,0.03959518,0.03959513,0.03959514
0.98750000,0.03940881,0.03940280,0.03940284,0.03940279,0.03940280
0.99000000,0.03921828,0.03921184,0.03921189,0.03921183,0.03921184
0.99250000,0.03902846,0.03902225,0.03902229,0.03902224,0.03902225
0.99500000,0.03883919,0.03883401,0.03883405,0.03883400,0.03883401
0.99750000,0.03865027,0.03864711,0.03864713,0.03864711,0.03864711
1.00000000,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154
